Conf;Neurons;0;9;19;29;39;49;59;69;79;89;99;
TA 0,30;[14, 7, 7, 1];0,00099;0,00506;0,00048;0,00064;0,00058;0,00056;0,00056;0,00059;0,00065;0,00074;0,00092;
TA 0,30;[14, 7, 7, 1];0,34304;0,00129;0,00054;0,00041;0,00043;0,00047;0,00050;0,00054;0,00056;0,00053;0,00060;
TA 0,30;[14, 7, 7, 1];0,00404;0,00978;0,00072;0,00047;0,00053;0,00053;0,00062;0,00062;0,00063;0,00064;0,00064;
TA 0,30;[14, 7, 7, 1];0,05426;0,00145;0,00058;0,00037;0,00040;0,00057;0,00058;0,00057;0,00060;0,00064;0,00068;
TA 0,30;[14, 7, 7, 1];0,01967;0,00755;0,00108;0,00044;0,00042;0,00050;0,00072;0,00081;0,00086;0,00086;0,00085;
TA 0,30;[14, 7, 7, 1];0,00036;0,00535;0,00050;0,00058;0,00072;0,00092;0,00106;0,00124;0,00136;0,00149;0,00163;
TA 0,30;[14, 7, 7, 1];0,00224;0,00492;0,00055;0,00128;0,00136;0,00145;0,00152;0,00156;0,00160;0,00161;0,00162;
TA 0,30;[14, 7, 7, 1];0,01500;0,00228;0,00049;0,00046;0,00067;0,00080;0,00097;0,00118;0,00129;0,00139;0,00142;
TA 0,30;[14, 7, 7, 1];0,05957;0,00519;0,00089;0,00063;0,00048;0,00046;0,00047;0,00057;0,00053;0,00056;0,00058;
TA 0,30;[14, 7, 7, 1];0,04440;0,00175;0,00067;0,00039;0,00037;0,00037;0,00038;0,00038;0,00040;0,00042;0,00044;
TA 0,30;[14, 7, 7, 1];0,02807;0,00779;0,00159;0,00046;0,00044;0,00047;0,00050;0,00055;0,00057;0,00059;0,00063;
TA 0,30;[14, 7, 7, 1];0,00289;0,00750;0,00178;0,00145;0,00142;0,00152;0,00155;0,00155;0,00159;0,00160;0,00153;
TA 0,30;[14, 7, 7, 1];0,00044;0,00934;0,00124;0,00070;0,00056;0,00041;0,00037;0,00037;0,00039;0,00043;0,00045;
TA 0,30;[14, 7, 7, 1];0,04225;0,00255;0,00051;0,00045;0,00049;0,00055;0,00065;0,00069;0,00074;0,00075;0,00078;
TA 0,30;[14, 7, 7, 1];0,12364;0,01530;0,00139;0,00036;0,00036;0,00038;0,00039;0,00040;0,00040;0,00041;0,00042;
TA 0,30;[14, 7, 7, 1];0,00200;0,01097;0,00026;0,00036;0,00042;0,00047;0,00048;0,00053;0,00057;0,00063;0,00067;
TA 0,30;[14, 7, 7, 1];0,50792;0,00127;0,00090;0,00092;0,00094;0,00091;0,00090;0,00086;0,00083;0,00088;0,00089;
TA 0,30;[14, 7, 7, 1];0,01314;0,00551;0,00039;0,00036;0,00030;0,00028;0,00031;0,00037;0,00039;0,00042;0,00043;
TA 0,30;[14, 7, 7, 1];0,00038;0,00321;0,00097;0,00049;0,00034;0,00034;0,00035;0,00037;0,00035;0,00036;0,00036;
TA 0,30;[14, 7, 7, 1];0,00879;0,02672;0,00605;0,00101;0,00080;0,00068;0,00047;0,00031;0,00030;0,00027;0,00024;
TA 0,30;[14, 7, 7, 1];0,00118;0,00945;0,00041;0,00025;0,00027;0,00027;0,00029;0,00031;0,00035;0,00037;0,00042;
TA 0,30;[14, 7, 7, 1];0,03214;0,00087;0,00100;0,00065;0,00054;0,00051;0,00056;0,00057;0,00060;0,00061;0,00063;
TA 0,30;[14, 7, 7, 1];0,00253;0,00715;0,00033;0,00030;0,00033;0,00034;0,00055;0,00065;0,00078;0,00078;0,00077;
TA 0,30;[14, 7, 7, 1];0,66500;0,00864;0,00077;0,00086;0,00100;0,00106;0,00112;0,00110;0,00114;0,00107;0,00103;
TA 0,30;[14, 7, 7, 1];0,00330;0,00042;0,00039;0,00038;0,00039;0,00043;0,00045;0,00051;0,00052;0,00059;0,00063;
TA 0,30;[14, 7, 7, 1];0,00190;0,00395;0,00049;0,00085;0,00112;0,00133;0,00141;0,00145;0,00145;0,00146;0,00148;
TA 0,30;[14, 7, 7, 1];0,00303;0,00622;0,00044;0,00047;0,00064;0,00073;0,00077;0,00078;0,00075;0,00076;0,00083;
TA 0,30;[14, 7, 7, 1];0,00066;0,00104;0,00165;0,00140;0,00139;0,00141;0,00159;0,00169;0,00165;0,00168;0,00171;
TA 0,30;[14, 7, 7, 1];0,03996;0,00897;0,00063;0,00040;0,00039;0,00041;0,00043;0,00045;0,00054;0,00056;0,00059;
TA 0,30;[14, 7, 7, 1];0,00655;0,02719;0,00071;0,00052;0,00057;0,00075;0,00076;0,00087;0,00089;0,00093;0,00096;
TA 0,30;[14, 7, 7, 1];0,00169;0,00514;0,00060;0,00053;0,00062;0,00070;0,00070;0,00082;0,00081;0,00094;0,00097;
TA 0,30;[14, 7, 7, 1];0,00211;0,00561;0,00047;0,00049;0,00052;0,00057;0,00061;0,00061;0,00061;0,00063;0,00064;
TA 0,30;[14, 7, 7, 1];0,00165;0,00603;0,00056;0,00052;0,00053;0,00055;0,00058;0,00056;0,00057;0,00059;0,00060;
TA 0,30;[14, 7, 7, 1];0,01581;0,00699;0,00067;0,00081;0,00103;0,00114;0,00117;0,00117;0,00121;0,00124;0,00125;
TA 0,30;[14, 7, 7, 1];0,00151;0,00972;0,00078;0,00040;0,00088;0,00119;0,00128;0,00131;0,00135;0,00135;0,00141;
TA 0,30;[14, 7, 7, 1];0,00085;0,01006;0,00080;0,00052;0,00060;0,00068;0,00070;0,00067;0,00064;0,00066;0,00066;
TA 0,30;[14, 7, 7, 1];0,00062;0,00332;0,00046;0,00042;0,00038;0,00038;0,00038;0,00041;0,00042;0,00042;0,00047;
TA 0,30;[14, 7, 7, 1];0,00193;0,01096;0,00029;0,00045;0,00047;0,00043;0,00047;0,00048;0,00051;0,00051;0,00052;
TA 0,30;[14, 7, 7, 1];0,00262;0,01229;0,00024;0,00034;0,00046;0,00046;0,00044;0,00044;0,00047;0,00054;0,00054;
TA 0,30;[14, 7, 7, 1];0,00258;0,00586;0,00024;0,00029;0,00041;0,00038;0,00042;0,00046;0,00046;0,00047;0,00045;
TA 0,30;[14, 7, 7, 1];0,40392;0,00261;0,00055;0,00055;0,00055;0,00046;0,00063;0,00077;0,00092;0,00094;0,00099;
TA 0,30;[14, 7, 7, 1];0,00355;0,00212;0,00035;0,00038;0,00043;0,00044;0,00045;0,00050;0,00055;0,00056;0,00061;
TA 0,30;[14, 7, 7, 1];0,00047;0,00581;0,00270;0,00034;0,00054;0,00083;0,00079;0,00077;0,00073;0,00077;0,00080;
TA 0,30;[14, 7, 7, 1];0,00153;0,00876;0,00364;0,00041;0,00042;0,00040;0,00042;0,00048;0,00053;0,00056;0,00060;
TA 0,30;[14, 7, 7, 1];0,05453;0,01517;0,00023;0,00028;0,00026;0,00028;0,00028;0,00028;0,00028;0,00029;0,00052;
TA 0,30;[14, 7, 7, 1];0,00048;0,01074;0,00055;0,00053;0,00057;0,00059;0,00062;0,00064;0,00069;0,00074;0,00077;
TA 0,30;[14, 7, 7, 1];0,00048;0,00982;0,00042;0,00038;0,00059;0,00062;0,00060;0,00048;0,00040;0,00041;0,00042;
TA 0,30;[14, 7, 7, 1];0,00190;0,00317;0,00050;0,00034;0,00042;0,00063;0,00082;0,00083;0,00084;0,00084;0,00085;
TA 0,30;[14, 7, 7, 1];0,00215;0,00500;0,00034;0,00034;0,00037;0,00057;0,00098;0,00141;0,00150;0,00154;0,00167;
TA 0,30;[14, 7, 7, 1];0,00130;0,00680;0,00050;0,00042;0,00046;0,00057;0,00060;0,00061;0,00062;0,00064;0,00066;
TA 0,30;[14, 7, 7, 1];0,00062;0,00796;0,00402;0,00062;0,00074;0,00090;0,00111;0,00125;0,00130;0,00141;0,00143;
TA 0,30;[14, 7, 7, 1];0,00038;0,00492;0,00037;0,00037;0,00050;0,00061;0,00072;0,00076;0,00079;0,00085;0,00087;
TA 0,30;[14, 7, 7, 1];0,00134;0,01002;0,00329;0,00048;0,00043;0,00047;0,00061;0,00072;0,00074;0,00080;0,00083;
TA 0,30;[14, 7, 7, 1];0,00230;0,00823;0,00046;0,00046;0,00082;0,00077;0,00066;0,00056;0,00042;0,00036;0,00035;
TA 0,30;[14, 7, 7, 1];0,07969;0,00293;0,00039;0,00054;0,00049;0,00048;0,00054;0,00061;0,00075;0,00070;0,00069;
TA 0,30;[14, 7, 7, 1];0,04283;0,00182;0,00036;0,00035;0,00035;0,00034;0,00034;0,00034;0,00033;0,00033;0,00034;
TA 0,30;[14, 7, 7, 1];0,00320;0,00151;0,00042;0,00087;0,00085;0,00099;0,00127;0,00172;0,00192;0,00195;0,00198;
TA 0,30;[14, 7, 7, 1];0,00036;0,00077;0,00035;0,00032;0,00033;0,00038;0,00041;0,00044;0,00051;0,00050;0,00053;
TA 0,30;[14, 7, 7, 1];0,19084;0,00674;0,00033;0,00051;0,00054;0,00056;0,00059;0,00065;0,00069;0,00071;0,00076;
TA 0,30;[14, 7, 7, 1];0,00168;0,00721;0,00184;0,00040;0,00029;0,00043;0,00056;0,00066;0,00067;0,00071;0,00076;
TA 0,30;[14, 7, 7, 1];0,00050;0,00487;0,00085;0,00052;0,00040;0,00039;0,00036;0,00034;0,00031;0,00029;0,00027;
TA 0,30;[14, 7, 7, 1];0,00046;0,00330;0,00040;0,00049;0,00046;0,00055;0,00060;0,00057;0,00063;0,00069;0,00074;
TA 0,30;[14, 7, 7, 1];0,00725;0,01142;0,00047;0,00037;0,00038;0,00038;0,00036;0,00036;0,00039;0,00041;0,00043;
TA 0,30;[14, 7, 7, 1];0,66586;0,01675;0,00115;0,00097;0,00133;0,00143;0,00140;0,00147;0,00148;0,00149;0,00151;
TA 0,30;[14, 7, 7, 1];0,36317;0,00661;0,00042;0,00040;0,00042;0,00046;0,00066;0,00078;0,00090;0,00096;0,00100;
TA 0,30;[14, 7, 7, 1];0,00070;0,00063;0,00045;0,00058;0,00061;0,00066;0,00084;0,00092;0,00092;0,00091;0,00086;
TA 0,30;[14, 7, 7, 1];0,00365;0,00328;0,00043;0,00026;0,00028;0,00033;0,00032;0,00029;0,00030;0,00026;0,00026;
TA 0,30;[14, 7, 7, 1];0,00409;0,00363;0,00061;0,00079;0,00090;0,00101;0,00103;0,00121;0,00135;0,00143;0,00148;
TA 0,30;[14, 7, 7, 1];0,00098;0,00753;0,00188;0,00027;0,00024;0,00021;0,00028;0,00035;0,00040;0,00044;0,00045;
TA 0,30;[14, 7, 7, 1];0,00287;0,00082;0,00025;0,00029;0,00037;0,00039;0,00049;0,00052;0,00061;0,00067;0,00070;
TA 0,30;[14, 7, 7, 1];0,00063;0,01123;0,00043;0,00047;0,00052;0,00053;0,00054;0,00058;0,00057;0,00055;0,00053;
TA 0,30;[14, 7, 7, 1];0,05375;0,00245;0,00048;0,00038;0,00040;0,00037;0,00044;0,00059;0,00063;0,00070;0,00073;
TA 0,30;[14, 7, 7, 1];0,22660;0,00463;0,00088;0,00105;0,00088;0,00080;0,00080;0,00083;0,00090;0,00093;0,00100;
TA 0,30;[14, 7, 7, 1];0,00073;0,00806;0,00039;0,00045;0,00050;0,00066;0,00089;0,00095;0,00102;0,00104;0,00107;
TA 0,30;[14, 7, 7, 1];0,00059;0,00713;0,00137;0,00037;0,00039;0,00039;0,00039;0,00040;0,00041;0,00044;0,00053;
TA 0,30;[14, 7, 7, 1];0,00073;0,00580;0,00066;0,00030;0,00030;0,00034;0,00036;0,00039;0,00040;0,00043;0,00042;
TA 0,30;[14, 7, 7, 1];0,00562;0,00812;0,00082;0,00050;0,00049;0,00050;0,00056;0,00057;0,00060;0,00065;0,00065;
TA 0,30;[14, 7, 7, 1];0,06021;0,01093;0,00258;0,00067;0,00048;0,00037;0,00043;0,00044;0,00052;0,00053;0,00059;
TA 0,30;[14, 7, 7, 1];0,03722;0,00656;0,00035;0,00037;0,00050;0,00054;0,00054;0,00056;0,00059;0,00070;0,00071;
TA 0,30;[14, 7, 7, 1];0,00291;0,00783;0,00039;0,00035;0,00041;0,00040;0,00042;0,00048;0,00052;0,00057;0,00066;
TA 0,30;[14, 7, 7, 1];0,00223;0,01112;0,00175;0,00038;0,00037;0,00038;0,00038;0,00040;0,00044;0,00048;0,00056;
TA 0,30;[14, 7, 7, 1];0,00679;0,00082;0,00032;0,00031;0,00031;0,00034;0,00039;0,00040;0,00042;0,00042;0,00044;
TA 0,30;[14, 7, 7, 1];0,00372;0,00167;0,00043;0,00029;0,00049;0,00054;0,00057;0,00064;0,00070;0,00089;0,00084;
TA 0,30;[14, 7, 7, 1];0,51709;0,00100;0,00062;0,00086;0,00090;0,00091;0,00090;0,00094;0,00095;0,00108;0,00107;
TA 0,30;[14, 7, 7, 1];0,00114;0,00358;0,00035;0,00056;0,00067;0,00083;0,00086;0,00094;0,00101;0,00099;0,00099;
TA 0,30;[14, 7, 7, 1];0,11776;0,00033;0,00045;0,00028;0,00027;0,00026;0,00026;0,00029;0,00028;0,00026;0,00025;
TA 0,30;[14, 7, 7, 1];0,00141;0,00774;0,00053;0,00043;0,00047;0,00048;0,00046;0,00043;0,00043;0,00047;0,00054;
TA 0,30;[14, 7, 7, 1];0,00396;0,00557;0,00041;0,00045;0,00046;0,00048;0,00053;0,00067;0,00091;0,00094;0,00100;
TA 0,30;[14, 7, 7, 1];0,00070;0,01046;0,00054;0,00042;0,00041;0,00058;0,00061;0,00065;0,00070;0,00075;0,00077;
TA 0,30;[14, 7, 7, 1];0,00243;0,00129;0,00035;0,00028;0,00031;0,00041;0,00043;0,00049;0,00057;0,00065;0,00073;
TA 0,30;[14, 7, 7, 1];0,00131;0,00173;0,00037;0,00044;0,00047;0,00057;0,00081;0,00079;0,00085;0,00088;0,00094;
TA 0,30;[14, 7, 7, 1];0,00031;0,00633;0,00098;0,00075;0,00093;0,00124;0,00126;0,00134;0,00136;0,00135;0,00137;
TA 0,30;[14, 7, 7, 1];0,04143;0,00200;0,00206;0,00174;0,00170;0,00117;0,00105;0,00093;0,00090;0,00095;0,00090;
TA 0,30;[14, 7, 7, 1];0,00067;0,00865;0,00061;0,00080;0,00097;0,00105;0,00106;0,00110;0,00111;0,00116;0,00117;
TA 0,30;[14, 7, 7, 1];0,00851;0,02176;0,00050;0,00055;0,00079;0,00087;0,00099;0,00105;0,00113;0,00118;0,00120;
TA 0,30;[14, 7, 7, 1];0,00042;0,00144;0,00046;0,00045;0,00047;0,00048;0,00051;0,00052;0,00054;0,00052;0,00053;
TA 0,30;[14, 7, 7, 1];0,00219;0,00765;0,00070;0,00042;0,00042;0,00045;0,00050;0,00058;0,00070;0,00074;0,00078;
TA 0,30;[14, 7, 7, 1];0,52777;0,00090;0,00046;0,00050;0,00053;0,00057;0,00062;0,00077;0,00078;0,00082;0,00085;
TA 0,30;[14, 7, 7, 1];0,00126;0,01069;0,00282;0,00065;0,00039;0,00040;0,00043;0,00042;0,00044;0,00047;0,00049;
TA 0,30;[14, 7, 7, 1];0,00203;0,00534;0,00045;0,00063;0,00058;0,00053;0,00057;0,00057;0,00065;0,00070;0,00073;
TA 0,30;[14, 7, 7, 1];0,00318;0,00141;0,00034;0,00033;0,00033;0,00035;0,00044;0,00078;0,00091;0,00099;0,00104;
TA 0,30;[14, 7, 7, 1];0,00069;0,00133;0,00049;0,00051;0,00041;0,00041;0,00038;0,00038;0,00038;0,00040;0,00041;
TA 0,30;[14, 7, 7, 1];0,00261;0,00468;0,00150;0,00074;0,00030;0,00030;0,00036;0,00081;0,00084;0,00091;0,00102;
TA 0,30;[14, 7, 7, 1];0,06499;0,00341;0,00055;0,00054;0,00056;0,00049;0,00041;0,00039;0,00039;0,00038;0,00039;
TA 0,30;[14, 7, 7, 1];0,00059;0,00264;0,00055;0,00077;0,00074;0,00070;0,00069;0,00082;0,00084;0,00087;0,00093;
TA 0,30;[14, 7, 7, 1];0,00586;0,01222;0,00035;0,00034;0,00037;0,00039;0,00041;0,00043;0,00045;0,00051;0,00052;
TA 0,30;[14, 7, 7, 1];0,44264;0,00478;0,00057;0,00047;0,00049;0,00052;0,00061;0,00064;0,00069;0,00068;0,00070;
TA 0,30;[14, 7, 7, 1];0,00065;0,00395;0,00053;0,00062;0,00055;0,00047;0,00050;0,00051;0,00056;0,00060;0,00060;
TA 0,30;[14, 7, 7, 1];0,00150;0,00098;0,00038;0,00043;0,00078;0,00091;0,00099;0,00095;0,00091;0,00093;0,00096;
TA 0,30;[14, 7, 7, 1];0,00046;0,00746;0,00030;0,00045;0,00055;0,00059;0,00059;0,00059;0,00060;0,00064;0,00070;
TA 0,30;[14, 7, 7, 1];0,64915;0,00806;0,00045;0,00059;0,00061;0,00065;0,00066;0,00073;0,00079;0,00081;0,00085;
