Eval;Branches;Iterations;Parts;min MAE;real Time;sum Time;avg Mae;avg Time
Random;5;100;10001;0.006091578785854979;131;595;0.040701308557714075;119
Random;5;100;10001;0.006091578785854979;130;561;0.040701308557714075;112
Random;5;100;10001;0.006091578785854979;132;565;0.040701308557714075;113
Random;5;100;10001;0.006091578785854979;115;515;0.040701308557714075;103
;;;;;;;;
;;;;;;;;
